                                   Produced by tracking algorithm WTRACK revision 167, developed by Freie Universitaet Berlin-Institute of Meteorology
        DATE INDEX  SIZE     AREA     LON     LAT   RADIUS   MEANV    STDV    MINV    MAXV  LONMAX  LATMAX       SSIn       SSIs         SSIu      SSIan
Event: 202300016 Start:   2023100300 Length:  4 Area:      72.192 SSIscaled:      0.15421 SSIarea:      0.19456
  2023101512   141   132   87.275  334.05   65.82  1844.70   32.11    4.76   23.65   47.68  327.38   66.73    0.90549   26207.64     2499084.5    1.14244
  2023101518   141    65   39.063  327.75   66.75   819.32   32.49    6.58   19.64   47.01  327.38   66.73    0.58644   17931.03     1221219.5    0.73991
  2023101600   141    51   30.324  327.27   66.99   916.50   31.65    6.18   18.95   45.16  327.38   66.73    0.27672    8425.36      868549.5    0.34913
Event: 202300153 Start:   2023101600 Length:  4 Area:     170.981 SSIscaled:      1.34578 SSIarea:      1.69798
  2023101600   153    27   28.625  263.35   47.39   438.06   25.89    1.76   23.34   29.57  263.25   47.66    0.09142    1361.50      407283.3    0.11535
  2023101606   153   126  135.724  264.54   46.80  1126.55   27.10    4.05   12.50   33.19  265.50   44.30    0.99814   16515.56     2319365.0    1.25936
  2023101612   153    86   90.017  261.65   48.41   834.74   24.97    3.29   12.19   28.95  259.88   45.42    0.18648    2711.32     1187020.1    0.23528
  2023101618   153    37   36.520  263.56   51.14   432.06   24.89    1.36   22.94   27.69  263.25   51.03    0.06974     966.65      459439.2    0.08799
Event: 202300154 Start:   2023101600 Length:  6 Area:     187.858 SSIscaled:      0.82230 SSIarea:      1.03751
  2023101600   154    19   20.314  220.92   47.71   536.50   31.74    1.29   29.76   34.25  221.62   47.66    0.01493     466.96      527763.7    0.01884
  2023101606   154    26   27.056  226.45   48.81   586.28   31.14    1.74   27.45   34.51  226.12   48.78    0.04044    1128.91      666822.4    0.05103
  2023101612   154    35   35.351  231.69   49.79   612.68   30.54    2.62   22.78   34.98  232.88   49.91    0.11033    2760.54      831810.3    0.13921
  2023101618   154    39   38.322  239.04   50.96   502.74   19.87    6.72   10.90   33.19  235.12   49.91    0.26734    1580.26      329943.6    0.33731
  2023101700   154    49   47.907  243.62   50.30   610.63   19.45    5.31   10.23   28.17  237.38   48.78    0.15461     554.31      348462.5    0.19507
  2023101706   154    90   87.975  250.23   50.47  1110.36   24.04    6.23   10.23   33.63  249.75   51.03    0.23465    4366.05     1177741.2    0.29606
Event: 202300156 Start:   2023101606 Length:  4 Area:      75.549 SSIscaled:      0.12614 SSIarea:      0.15915
  2023101606   156    48   39.081  161.85   58.17   536.53   27.34    1.42   24.59   30.06  160.88   57.76    0.01768     380.51      651177.8    0.02231
  2023101612   156    58   45.673  162.59   59.54   663.63   27.61    1.34   23.90   29.96  162.00   60.00    0.03731     757.08      782596.8    0.04707
  2023101618   156    53   40.455  161.83   60.74   613.21   27.68    1.58   24.31   30.39  164.25   61.12    0.05269    1048.65      700710.8    0.06647
  2023101700   156    41   29.969  157.93   61.78   503.21   26.52    1.41   23.43   29.20  155.25   62.24    0.01847     347.61      456011.3    0.02330
